335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315,335,335,335,315,315,315,315
335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300,335,335,335,300,300,300,300
325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315,325,325,325,315,315,315,315
325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300,325,325,325,300,300,300,300
329,325,333,312,303,304,311,329,325,333,312,303,304,311,329,325,333,312,303,304,311,329,325,333,312,303,304,311,329,325,333,312,303,304,311,329,325,333,312,303,304,311,329,325,333,312,303,304,311,332,325,326,303,300,315,305,332,325,326,303,300,315,305,332,325,326,303,300,315,305,332,325,326,303,300,315,305,332,325,326,303,300,315,305,332,325,326,303,300,315,305,327,330,329,308,311,311,312,327,330,329,308,311,311,312,327,330,329,308,311,311,312,327,330,329,308,311,311,312,327,330,329,308,311,311,312,327,330,329,308,311,311,312,327,330,328,310,313,303,306,327,330,328,310,313,303,306,327,330,328,310,313,303,306,327,330,328,310,313,303,306,327,330,328,310,313,303,306,327,330,328,310,313,303,306,325,334,333,311,306,302,308,325,334,333,311,306,302,308,325,334,333,311,306,302,308,325,334,333,311,306,302,308,325,334,333,311,306,302,308,325,334,333,311,306,302,308
330,331,329,312,310,312,309,330,331,329,312,310,312,309,330,331,329,312,310,312,309,330,331,329,312,310,312,309,330,331,329,312,310,312,309,330,331,329,312,310,312,309,330,331,329,312,310,312,309,331,326,330,305,310,309,308,331,326,330,305,310,309,308,331,326,330,305,310,309,308,331,326,330,305,310,309,308,331,326,330,305,310,309,308,331,326,330,305,310,309,308,331,331,327,305,307,303,314,331,331,327,305,307,303,314,331,331,327,305,307,303,314,331,331,327,305,307,303,314,331,331,327,305,307,303,314,331,331,327,305,307,303,314,326,329,325,308,311,300,308,326,329,325,308,311,300,308,326,329,325,308,311,300,308,326,329,325,308,311,300,308,326,329,325,308,311,300,308,326,329,325,308,311,300,308,331,330,326,313,301,303,303,331,330,326,313,301,303,303,331,330,326,313,301,303,303,331,330,326,313,301,303,303,331,330,326,313,301,303,303,331,330,326,313,301,303,303
332,331,330,309,311,304,304,332,331,330,309,311,304,304,332,331,330,309,311,304,304,332,331,330,309,311,304,304,332,331,330,309,311,304,304,332,331,330,309,311,304,304,332,331,330,309,311,304,304,330,332,331,308,303,312,312,330,332,331,308,303,312,312,330,332,331,308,303,312,312,330,332,331,308,303,312,312,330,332,331,308,303,312,312,330,332,331,308,303,312,312,333,332,333,312,303,308,307,333,332,333,312,303,308,307,333,332,333,312,303,308,307,333,332,333,312,303,308,307,333,332,333,312,303,308,307,333,332,333,312,303,308,307,335,332,326,307,312,314,305,335,332,326,307,312,314,305,335,332,326,307,312,314,305,335,332,326,307,312,314,305,335,332,326,307,312,314,305,335,332,326,307,312,314,305,335,326,330,313,305,312,309,335,326,330,313,305,312,309,335,326,330,313,305,312,309,335,326,330,313,305,312,309,335,326,330,313,305,312,309,335,326,330,313,305,312,309
326,331,328,308,311,311,315,326,331,328,308,311,311,315,326,331,328,308,311,311,315,326,331,328,308,311,311,315,326,331,328,308,311,311,315,326,331,328,308,311,311,315,326,331,328,308,311,311,315,330,327,332,311,310,306,306,330,327,332,311,310,306,306,330,327,332,311,310,306,306,330,327,332,311,310,306,306,330,327,332,311,310,306,306,330,327,332,311,310,306,306,325,332,331,310,312,307,307,325,332,331,310,312,307,307,325,332,331,310,312,307,307,325,332,331,310,312,307,307,325,332,331,310,312,307,307,325,332,331,310,312,307,307,328,332,332,303,315,308,311,328,332,332,303,315,308,311,328,332,332,303,315,308,311,328,332,332,303,315,308,311,328,332,332,303,315,308,311,328,332,332,303,315,308,311,330,331,325,306,309,310,304,330,331,325,306,309,310,304,330,331,325,306,309,310,304,330,331,325,306,309,310,304,330,331,325,306,309,310,304,330,331,325,306,309,310,304
330,333,327,302,300,304,308,330,333,327,302,300,304,308,330,333,327,302,300,304,308,330,333,327,302,300,304,308,330,333,327,302,300,304,308,330,333,327,302,300,304,308,330,333,327,302,300,304,308,329,331,335,302,304,310,314,329,331,335,302,304,310,314,329,331,335,302,304,310,314,329,331,335,302,304,310,314,329,331,335,302,304,310,314,329,331,335,302,304,310,314,325,327,335,314,304,313,302,325,327,335,314,304,313,302,325,327,335,314,304,313,302,325,327,335,314,304,313,302,325,327,335,314,304,313,302,325,327,335,314,304,313,302,335,325,333,309,303,306,302,335,325,333,309,303,306,302,335,325,333,309,303,306,302,335,325,333,309,303,306,302,335,325,333,309,303,306,302,335,325,333,309,303,306,302,327,335,330,310,305,314,312,327,335,330,310,305,314,312,327,335,330,310,305,314,312,327,335,330,310,305,314,312,327,335,330,310,305,314,312,327,335,330,310,305,314,312
331,334,330,303,302,313,302,331,334,330,303,302,313,302,331,334,330,303,302,313,302,331,334,330,303,302,313,302,331,334,330,303,302,313,302,331,334,330,303,302,313,302,331,334,330,303,302,313,302,331,327,327,306,309,301,305,331,327,327,306,309,301,305,331,327,327,306,309,301,305,331,327,327,306,309,301,305,331,327,327,306,309,301,305,331,327,327,306,309,301,305,328,335,334,314,313,305,303,328,335,334,314,313,305,303,328,335,334,314,313,305,303,328,335,334,314,313,305,303,328,335,334,314,313,305,303,328,335,334,314,313,305,303,335,328,325,309,309,304,310,335,328,325,309,309,304,310,335,328,325,309,309,304,310,335,328,325,309,309,304,310,335,328,325,309,309,304,310,335,328,325,309,309,304,310,326,326,328,312,303,300,314,326,326,328,312,303,300,314,326,326,328,312,303,300,314,326,326,328,312,303,300,314,326,326,328,312,303,300,314,326,326,328,312,303,300,314
